Airline Name,Travel Time,Number of Stops,Ticket Price ($),Departure Airport,Departure Time,1st Stop: Departure Time,1st Stop,2nd Stop: Departure Time,2nd Stop,Destination Airport,Arrival Time,Arrival Date
Singapore,1 days 01:35:00,1 Stop,1077.0,LHR,09:10:00,0 days 09:55:00,SIN,,,EWR,16:45:00,1-04-08
Singapore,1 days 02:00:00,1 Stop,1077.0,LHR,11:25:00,0 days 10:20:00,SIN,,,EWR,19:25:00,1-04-08
Singapore,1 days 04:10:00,1 Stop,1077.0,LHR,22:05:00,0 days 12:20:00,SIN,,,EWR,08:15:00,1-04-09
Singapore,1 days 04:15:00,1 Stop,1077.0,LHR,09:10:00,0 days 12:20:00,SIN,,,EWR,19:25:00,1-04-08
Singapore,1 days 05:25:00,1 Stop,1077.0,LHR,20:50:00,0 days 13:35:00,SIN,,,EWR,08:15:00,1-04-09
Singapore,1 days 05:45:00,1 Stop,1077.0,LHR,22:05:00,0 days 14:10:00,SIN,,,LGA,09:50:00,1-04-09
Singapore,1 days 07:00:00,1 Stop,1077.0,LHR,20:50:00,0 days 15:25:00,SIN,,,LGA,09:50:00,1-04-09
Singapore,1 days 10:35:00,1 Stop,1077.0,LHR,22:05:00,0 days 19:00:00,SIN,,,EWR,14:40:00,1-04-09
Qatar,0 days 16:05:00,1 Stop,1087.0,LHR,15:05:00,0 days 02:10:00,DOH,,,LGA,13:10:00,1-04-08
Qatar,0 days 21:50:00,1 Stop,1087.0,LHR,08:30:00,0 days 08:10:00,DOH,,,EWR,12:20:00,1-04-08
Srilankan,1 days 02:45:00,1 Stop,1098.0,LHR,21:30:00,0 days 12:25:00,CMB,,,EWR,06:15:00,1-04-09
British,0 days 16:05:00,1 Stop,1098.0,LHR,15:05:00,0 days 02:10:00,DOH,,,JFK,13:10:00,1-04-08
British,0 days 22:20:00,1 Stop,1098.0,LHR,08:00:00,0 days 08:25:00,DOH,,,EWR,12:20:00,1-04-08
Saudia,0 days 18:30:00,1 Stop,1102.0,LHR,15:10:00,0 days 04:10:00,RUH,,,EWR,15:40:00,1-04-08
Saudia,0 days 23:40:00,1 Stop,1102.0,LHR,10:00:00,0 days 09:20:00,RUH,,,EWR,15:40:00,1-04-08
KLM-Royal Dutch,0 days 15:45:00,1 Stop,1110.0,LHR,11:45:00,0 days 03:05:00,AMS,,,LGA,09:30:00,1-04-08
KLM-Royal Dutch,0 days 21:00:00,1 Stop,1110.0,LHR,06:30:00,0 days 08:15:00,AMS,,,LGA,09:30:00,1-04-08
Lufthansa,1 days 11:45:00,1 Stop,1113.0,LHR,20:25:00,0 days 23:10:00,MUC,,,JFK,14:10:00,1-04-09
Multiple,1 days 10:45:00,1 Stop,1115.0,LHR,20:55:00,0 days 22:35:00,AMS,,,JFK,13:40:00,1-04-09
Multiple,1 days 11:15:00,1 Stop,1115.0,LHR,20:25:00,0 days 23:00:00,AMS,,,EWR,13:40:00,1-04-09
Turkish,0 days 16:25:00,1 Stop,1120.0,LGW,17:00:00,0 days 02:50:00,IST,,,EWR,15:25:00,1-04-08
Turkish,0 days 19:40:00,1 Stop,1120.0,LGW,13:45:00,0 days 06:10:00,IST,,,EWR,15:25:00,1-04-08
Turkish,0 days 22:30:00,1 Stop,1120.0,LGW,10:55:00,0 days 09:00:00,IST,,,LGA,15:25:00,1-04-08
Turkish,1 days 07:20:00,1 Stop,1120.0,LGW,17:00:00,0 days 17:55:00,IST,,,LGA,06:20:00,1-04-09
Turkish,1 days 10:35:00,1 Stop,1120.0,LGW,13:45:00,0 days 21:15:00,IST,,,EWR,06:20:00,1-04-09
Oman,0 days 15:10:00,1 Stop,1125.0,LHR,20:50:00,0 days 01:45:00,MCT,,,EWR,18:00:00,1-04-08
KLM-Royal Dutch,0 days 17:55:00,1 Stop,1134.0,LCY,09:35:00,0 days 05:30:00,AMS,,,LGA,09:30:00,1-04-08
Multiple,1 days 10:55:00,1 Stop,1139.0,LCY,20:45:00,0 days 22:40:00,AMS,,,LGA,13:40:00,1-04-09
Multiple,1 days 11:30:00,1 Stop,1139.0,LCY,20:10:00,0 days 23:25:00,AMS,,,EWR,13:40:00,1-04-09
Turkish,0 days 16:45:00,1 Stop,1165.0,LHR,16:40:00,0 days 03:15:00,IST,,,EWR,15:25:00,1-04-08
Turkish,0 days 22:00:00,1 Stop,1165.0,LHR,11:25:00,0 days 08:40:00,IST,,,LGA,15:25:00,1-04-08
Turkish,1 days 02:10:00,1 Stop,1165.0,LHR,22:10:00,0 days 12:55:00,IST,,,LGA,06:20:00,1-04-09
Turkish,1 days 07:40:00,1 Stop,1165.0,LHR,16:40:00,0 days 18:20:00,IST,,,EWR,06:20:00,1-04-09
Qatar,0 days 15:15:00,1 Stop,1169.0,LHR,15:05:00,0 days 01:30:00,DOH,,,EWR,12:20:00,1-04-08
Qatar,0 days 16:35:00,1 Stop,1169.0,LHR,08:30:00,0 days 02:45:00,DOH,,,EWR,07:05:00,1-04-08
Qatar,0 days 19:15:00,1 Stop,1169.0,LHR,11:55:00,0 days 05:20:00,DOH,,,EWR,13:10:00,1-04-08
Qatar,1 days 09:15:00,1 Stop,1172.0,LHR,21:55:00,0 days 19:20:00,DOH,,,EWR,13:10:00,1-04-09
Qatar,1 days 10:00:00,1 Stop,1172.0,LHR,15:05:00,0 days 20:05:00,DOH,,,EWR,07:05:00,1-04-09
British,0 days 15:15:00,1 Stop,1180.0,LHR,15:05:00,0 days 01:20:00,DOH,,,EWR,12:20:00,1-04-08
British,0 days 17:05:00,1 Stop,1180.0,LHR,08:00:00,0 days 03:10:00,DOH,,,EWR,07:05:00,1-04-08
British,0 days 19:15:00,1 Stop,1180.0,LHR,11:55:00,0 days 05:20:00,DOH,,,EWR,13:10:00,1-04-08
British,1 days 09:15:00,1 Stop,1184.0,LHR,21:55:00,0 days 19:20:00,DOH,,,EWR,13:10:00,1-04-09
British,1 days 10:00:00,1 Stop,1184.0,LHR,15:05:00,0 days 20:05:00,DOH,,,EWR,07:05:00,1-04-09
SWISS,1 days 11:10:00,2 Stops,1190.0,LHR,17:15:00,0 days 11:30:00,GVA,,,EWR,10:25:00,1-04-09
SWISS,1 days 14:00:00,2 Stops,1190.0,LHR,14:25:00,0 days 12:55:00,GVA,,,JFK,10:25:00,1-04-09
SWISS,1 days 17:10:00,2 Stops,1214.0,LCY,11:15:00,0 days 17:35:00,GVA,,,EWR,10:25:00,1-04-09
Asiana,0 days 20:30:00,1 Stop,1218.0,LHR,20:40:00,0 days 02:00:00,ICN,,,EWR,23:10:00,1-04-08
Multiple,0 days 22:10:00,1 Stop,1221.0,LGW,09:00:00,0 days 08:25:00,DOH,,,EWR,13:10:00,1-04-08
Qatar,0 days 22:10:00,1 Stop,1223.0,LGW,09:00:00,0 days 08:25:00,DOH,,,EWR,13:10:00,1-04-08
British,0 days 22:10:00,1 Stop,1234.0,LGW,09:00:00,0 days 08:25:00,DOH,,,JFK,13:10:00,1-04-08
Multiple,0 days 15:10:00,1 Stop,1266.0,LHR,16:00:00,0 days 01:15:00,DOH,,,EWR,13:10:00,1-04-08
Qatar,0 days 15:10:00,1 Stop,1268.0,LHR,16:00:00,0 days 01:15:00,DOH,,,EWR,13:10:00,1-04-08
Qatar,0 days 18:25:00,1 Stop,1268.0,LHR,11:55:00,0 days 04:40:00,DOH,,,JFK,12:20:00,1-04-08
Qatar,1 days 03:10:00,1 Stop,1271.0,LHR,21:55:00,0 days 13:15:00,DOH,,,JFK,07:05:00,1-04-09
Qatar,1 days 08:25:00,1 Stop,1271.0,LHR,21:55:00,0 days 18:40:00,DOH,,,JFK,12:20:00,1-04-09
British,0 days 15:10:00,1 Stop,1279.0,LHR,16:00:00,0 days 01:15:00,DOH,,,JFK,13:10:00,1-04-08
British,0 days 18:25:00,1 Stop,1279.0,LHR,11:55:00,0 days 04:30:00,DOH,,,JFK,12:20:00,1-04-08
SWISS,0 days 14:40:00,1 Stop,1280.0,LHR,13:45:00,0 days 02:10:00,ZRH,,,JFK,10:25:00,1-04-08
SWISS,0 days 16:20:00,1 Stop,1280.0,LHR,12:05:00,0 days 03:55:00,ZRH,,,JFK,10:25:00,1-04-08
SWISS,0 days 19:45:00,1 Stop,1280.0,LHR,08:40:00,0 days 07:05:00,ZRH,,,JFK,10:25:00,1-04-08
SWISS,0 days 22:25:00,1 Stop,1280.0,LHR,06:00:00,0 days 10:00:00,ZRH,,,EWR,10:25:00,1-04-08
Austrian,0 days 13:10:00,1 Stop,1281.0,LHR,19:30:00,0 days 00:45:00,VIE,,,EWR,14:40:00,1-04-08
Lufthansa,0 days 15:45:00,1 Stop,1281.0,LHR,16:25:00,0 days 03:10:00,MUC,,,JFK,14:10:00,1-04-08
Austrian,0 days 17:35:00,1 Stop,1281.0,LHR,15:05:00,0 days 05:05:00,VIE,,,JFK,14:40:00,1-04-08
Lufthansa,0 days 18:35:00,1 Stop,1281.0,LHR,13:35:00,0 days 06:00:00,MUC,,,JFK,14:10:00,1-04-08
Lufthansa,0 days 21:20:00,1 Stop,1281.0,LHR,10:50:00,0 days 08:45:00,MUC,,,EWR,14:10:00,1-04-08
Austrian,0 days 23:35:00,1 Stop,1281.0,LHR,09:05:00,0 days 11:05:00,VIE,,,JFK,14:40:00,1-04-08
Lufthansa,1 days 00:45:00,1 Stop,1281.0,LHR,07:25:00,0 days 12:10:00,MUC,,,JFK,14:10:00,1-04-08
Lufthansa,1 days 01:15:00,1 Stop,1281.0,LHR,06:55:00,0 days 12:40:00,MUC,,,JFK,14:10:00,1-04-08
Austrian,1 days 02:40:00,1 Stop,1281.0,LHR,06:00:00,0 days 14:15:00,VIE,,,JFK,14:40:00,1-04-08
British,1 days 03:10:00,1 Stop,1283.0,LHR,21:55:00,0 days 13:15:00,DOH,,,JFK,07:05:00,1-04-09
British,1 days 08:25:00,1 Stop,1283.0,LHR,21:55:00,0 days 18:30:00,DOH,,,JFK,12:20:00,1-04-09
SWISS,0 days 15:20:00,1 Stop,1304.0,LCY,13:05:00,0 days 03:00:00,ZRH,,,EWR,10:25:00,1-04-08
SWISS,0 days 17:30:00,1 Stop,1304.0,LCY,10:55:00,0 days 05:10:00,ZRH,,,JFK,10:25:00,1-04-08
SWISS,0 days 18:45:00,1 Stop,1304.0,LCY,09:40:00,0 days 06:30:00,ZRH,,,JFK,10:25:00,1-04-08
Turkish,1 days 02:40:00,1 Stop,1324.0,LHR,06:45:00,0 days 13:10:00,IST,,,JFK,15:25:00,1-04-08
Kuwait,0 days 16:25:00,1 Stop,1331.0,LHR,11:45:00,0 days 03:20:00,KWI,,,EWR,10:10:00,1-04-08
Multiple,0 days 21:20:00,1 Stop,1354.0,LGW,09:00:00,0 days 07:45:00,DOH,,,JFK,12:20:00,1-04-08
Qatar,0 days 16:05:00,1 Stop,1356.0,LGW,09:00:00,0 days 02:20:00,DOH,,,EWR,07:05:00,1-04-08
Qatar,0 days 21:20:00,1 Stop,1356.0,LGW,09:00:00,0 days 07:45:00,DOH,,,EWR,12:20:00,1-04-08
KLM-Royal Dutch,0 days 17:35:00,1 Stop,1366.0,LHR,09:55:00,0 days 04:45:00,AMS,,,EWR,09:30:00,1-04-08
KLM-Royal Dutch,0 days 18:50:00,1 Stop,1366.0,LHR,08:40:00,0 days 06:10:00,AMS,,,EWR,09:30:00,1-04-08
British,0 days 16:05:00,1 Stop,1367.0,LGW,09:00:00,0 days 02:20:00,DOH,,,EWR,07:05:00,1-04-08
British,0 days 21:20:00,1 Stop,1367.0,LGW,09:00:00,0 days 07:35:00,DOH,,,EWR,12:20:00,1-04-08
Air China,0 days 22:25:00,1 Stop,1388.0,LGW,12:35:00,0 days 07:40:00,PEK,,,EWR,17:00:00,1-04-08
KLM-Royal Dutch,0 days 17:30:00,1 Stop,1390.0,LCY,10:00:00,0 days 05:00:00,AMS,,,EWR,09:30:00,1-04-08
KLM-Royal Dutch,0 days 17:35:00,1 Stop,1390.0,LCY,09:55:00,0 days 04:55:00,AMS,,,EWR,09:30:00,1-04-08
KLM-Royal Dutch,0 days 17:45:00,1 Stop,1390.0,LCY,09:45:00,0 days 05:10:00,AMS,,,JFK,09:30:00,1-04-08
Multiple,0 days 15:15:00,1 Stop,1399.0,LHR,15:05:00,0 days 01:30:00,DOH,,,EWR,12:20:00,1-04-08
Multiple,0 days 18:25:00,1 Stop,1399.0,LHR,11:55:00,0 days 04:40:00,DOH,,,EWR,12:20:00,1-04-08
Qatar,1 days 09:05:00,1 Stop,1404.0,LHR,16:00:00,0 days 19:10:00,DOH,,,EWR,07:05:00,1-04-09
British,1 days 09:05:00,1 Stop,1416.0,LHR,16:00:00,0 days 19:10:00,DOH,,,EWR,07:05:00,1-04-09
SWISS,0 days 18:45:00,1 Stop,1423.0,LCY,09:40:00,0 days 06:30:00,ZRH,,,EWR,10:25:00,1-04-08
SWISS,1 days 11:10:00,2 Stops,1486.0,LHR,17:15:00,0 days 14:05:00,GVA,,,EWR,10:25:00,1-04-09
SWISS,1 days 17:10:00,2 Stops,1504.0,LCY,11:15:00,0 days 06:35:00,GVA,,,EWR,10:25:00,1-04-09
Singapore,0 days 17:25:00,1 Stop,1555.0,LHR,09:10:00,0 days 01:40:00,SIN,,,EWR,08:35:00,1-04-08
Singapore,0 days 17:35:00,1 Stop,1555.0,LHR,11:25:00,0 days 02:00:00,SIN,,,EWR,11:00:00,1-04-08
Singapore,0 days 19:50:00,1 Stop,1555.0,LHR,09:10:00,0 days 04:00:00,SIN,,,EWR,11:00:00,1-04-08
Singapore,0 days 20:55:00,1 Stop,1555.0,LHR,11:25:00,0 days 05:20:00,SIN,,,EWR,14:20:00,1-04-08
Singapore,0 days 23:10:00,1 Stop,1555.0,LHR,09:10:00,0 days 07:20:00,SIN,,sc-eCImPb 5,JFK,14:20:00,1-04-08
Turkish,0 days 14:15:00,1 Stop,737.0,JFK,12:50:00,0 days 01:45:00,IST,,,,09:05:00,1-04-08
Turkish,0 days 16:30:00,1 Stop,737.0,JFK,19:30:00,0 days 03:55:00,IST,,,,18:00:00,1-04-08
Turkish,0 days 18:40:00,1 Stop,737.0,JFK,12:50:00,0 days 06:10:00,IST,,,,13:30:00,1-04-08
Turkish,0 days 19:50:00,1 Stop,737.0,JFK,19:30:00,0 days 07:20:00,IST,,,,21:20:00,1-04-08
Turkish,0 days 23:10:00,1 Stop,737.0,JFK,12:50:00,0 days 10:35:00,IST,,,,18:00:00,1-04-08
Turkish,1 days 02:30:00,1 Stop,737.0,JFK,12:50:00,0 days 14:00:00,IST,,,,21:20:00,1-04-08
Turkish,1 days 07:20:00,1 Stop,737.0,EWR,00:10:00,0 days 18:45:00,IST,,,,13:30:00,1-04-08
Turkish,1 days 11:50:00,1 Stop,737.0,EWR,00:10:00,0 days 23:10:00,IST,,,,18:00:00,1-04-08
Turkish,1 days 02:55:00,1 Stop,827.0,EWR,00:10:00,0 days 14:20:00,IST,,,,09:05:00,1-04-08
TAP Portugal,1 days 08:40:00,1 Stop,885.0,JFK,22:05:00,0 days 22:40:00,LIS,,,,12:45:00,1-04-09
TAP Portugal,1 days 07:45:00,1 Stop,1020.0,EWR,23:00:00,0 days 21:50:00,LIS,,,,12:45:00,1-04-09
LOT Polish,0 days 14:30:00,1 Stop,1049.0,JFK,22:20:00,0 days 04:20:00,WAW,,,,18:50:00,1-04-08
LOT Polish,0 days 18:00:00,1 Stop,1049.0,JFK,22:20:00,0 days 07:50:00,WAW,,,,22:20:00,1-04-08
LOT Polish,1 days 03:10:00,1 Stop,1083.0,JFK,22:20:00,0 days 17:10:00,WAW,,,,07:30:00,1-04-09
Iberia,1 days 03:25:00,1 Stop,1125.0,JFK,23:45:00,0 days 17:25:00,BCN,,,,09:10:00,1-04-09
Aer Lingus,1 days 07:40:00,1 Stop,1143.0,JFK,21:05:00,0 days 22:25:00,DUB,,,,10:45:00,1-04-09
Icelandair,0 days 20:35:00,2 Stops,1187.0,EWR,10:30:00,0 days 09:10:00,BOS,,,,13:05:00,1-04-08
Iberia,0 days 14:40:00,1 Stop,1202.0,JFK,23:45:00,0 days 04:40:00,BCN,,,,20:25:00,1-04-08
British,0 days 18:25:00,1 Stop,1297.0,JFK,23:00:00,0 days 09:30:00,LHR,,,,23:25:00,1-04-08
British,0 days 19:50:00,1 Stop,1297.0,EWR,21:35:00,0 days 11:00:00,LHR,,,,23:25:00,1-04-08
British,0 days 21:15:00,1 Stop,1297.0,JFK,20:10:00,0 days 12:10:00,LHR,,,,23:25:00,1-04-08
British,0 days 23:20:00,1 Stop,1297.0,EWR,18:05:00,0 days 14:15:00,LHR,,,,23:25:00,1-04-08
Aer Lingus,0 days 11:25:00,1 Stop,1371.0,EWR,17:20:00,0 days 02:15:00,DUB,,,,10:45:00,1-04-08
American,0 days 11:17:00,1 Stop,1388.0,EWR,13:43:00,0 days 00:40:00,CLT,,,,07:00:00,1-04-08
American,0 days 12:00:00,1 Stop,1388.0,LGA,13:00:00,0 days 01:15:00,CLT,,,,07:00:00,1-04-08
American,0 days 13:25:00,1 Stop,1388.0,LGA,11:35:00,0 days 02:42:00,CLT,,,,07:00:00,1-04-08
American,0 days 14:35:00,1 Stop,1388.0,EWR,10:25:00,0 days 03:55:00,CLT,,,,07:00:00,1-04-08
American,0 days 15:00:00,1 Stop,1388.0,LGA,10:00:00,0 days 04:09:00,CLT,,,,07:00:00,1-04-08
American,0 days 15:05:00,1 Stop,1388.0,JFK,09:55:00,0 days 04:00:00,CLT,,,,07:00:00,1-04-08
American,0 days 15:51:00,1 Stop,1388.0,EWR,09:09:00,0 days 05:05:00,CLT,,,,07:00:00,1-04-08
American,0 days 17:05:00,1 Stop,1388.0,LGA,07:55:00,0 days 06:24:00,CLT,,,,07:00:00,1-04-08
American,0 days 17:10:00,1 Stop,1388.0,EWR,07:50:00,0 days 06:33:00,CLT,,,,07:00:00,1-04-08
British,1 days 05:25:00,1 Stop,1400.0,EWR,19:35:00,0 days 18:48:00,CLT,,,,07:00:00,1-04-09
British,1 days 06:00:00,1 Stop,1400.0,JFK,19:00:00,0 days 19:02:00,CLT,,,,07:00:00,1-04-09
British,1 days 07:26:00,1 Stop,1400.0,EWR,17:34:00,0 days 20:44:00,CLT,,,,07:00:00,1-04-09
British,1 days 08:43:00,1 Stop,1400.0,JFK,16:17:00,0 days 22:00:00,CLT,,,,07:00:00,1-04-09
British,0 days 18:25:00,1 Stop,1406.0,JFK,23:00:00,0 days 09:30:00,LHR,,,,23:25:00,1-04-08
British,0 days 19:50:00,1 Stop,1406.0,EWR,21:35:00,0 days 11:00:00,LHR,,,,23:25:00,1-04-08
British,0 days 20:30:00,1 Stop,1406.0,JFK,20:55:00,0 days 11:30:00,LHR,,,,23:25:00,1-04-08
British,0 days 21:15:00,1 Stop,1406.0,JFK,20:10:00,0 days 12:10:00,LHR,,,,23:25:00,1-04-08
American,1 days 05:25:00,1 Stop,1407.0,EWR,19:35:00,0 days 18:48:00,CLT,,,,07:00:00,1-04-09
Aer Lingus,0 days 11:50:00,1 Stop,1421.0,JFK,16:55:00,0 days 02:40:00,DUB,,,,10:45:00,1-04-08
Iberia,0 days 23:29:00,2 Stops,1424.0,JFK,17:11:00,0 days 05:55:00,BCN,,,,22:40:00,1-04-08
Finnair,0 days 12:55:00,1 Stop,1467.0,JFK,22:55:00,0 days 02:15:00,HEL,,,,17:50:00,1-04-08
British,0 days 11:17:00,1 Stop,1503.0,EWR,13:43:00,0 days 00:40:00,CLT,,,,07:00:00,1-04-08
Finnair,0 days 15:05:00,1 Stop,1503.0,JFK,09:55:00,0 days 04:00:00,CLT,,,,07:00:00,1-04-08
British,0 days 15:05:00,1 Stop,1503.0,JFK,09:55:00,0 days 04:00:00,CLT,,,,07:00:00,1-04-08
Finnair,0 days 18:41:00,1 Stop,1503.0,JFK,06:19:00,0 days 07:58:00,CLT,,,,07:00:00,1-04-08
Lufthansa,0 days 07:40:00,Nonstop,1504.0,EWR,20:30:00,,,,,,10:10:00,1-04-08
United,0 days 07:40:00,Nonstop,1504.0,EWR,20:30:00,,,,,,10:10:00,1-04-08
Lufthansa,0 days 07:50:00,Nonstop,1504.0,JFK,17:25:00,,,,,,07:15:00,1-04-08
United,0 days 07:50:00,Nonstop,1504.0,JFK,17:25:00,,,,,,07:15:00,1-04-08
United,0 days 08:05:00,Nonstop,1504.0,EWR,17:30:00,,,,,,07:35:00,1-04-08
Lufthansa,0 days 08:05:00,Nonstop,1504.0,EWR,17:30:00,,,,,,07:35:00,1-04-08
Air Canada,0 days 10:35:00,1 Stop,1504.0,LGA,17:35:00,0 days 01:50:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 10:35:00,1 Stop,1504.0,EWR,17:35:00,0 days 01:46:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 12:30:00,1 Stop,1504.0,EWR,15:40:00,0 days 03:41:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 12:55:00,1 Stop,1504.0,LGA,15:15:00,0 days 04:10:00,YUL,,,,10:10:00,1-04-08
Multiple,0 days 13:40:00,1 Stop,1504.0,EWR,14:30:00,0 days 04:48:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 13:40:00,1 Stop,1504.0,EWR,14:30:00,0 days 04:48:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 15:05:00,1 Stop,1504.0,LGA,13:05:00,0 days 06:20:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 17:00:00,1 Stop,1504.0,EWR,11:10:00,0 days 08:11:00,YUL,,,,10:10:00,1-04-08
Air Canada,0 days 17:25:00,1 Stop,1504.0,LGA,10:45:00,0 days 08:40:00,YUL,,,,10:10:00,1-04-08
Multiple,0 days 19:10:00,1 Stop,1504.0,EWR,09:00:00,0 days 09:59:00,YUL,,,,10:10:00,1-04-08
Multiple,0 days 12:45:00,1 Stop,1506.0,EWR,19:10:00,0 days 03:35:00,DUB,,,,13:55:00,1-04-08
Multiple,0 days 12:00:00,1 Stop,1507.0,EWR,15:00:00,0 days 01:26:00,CLT,,,,09:00:00,1-04-08
United,0 days 12:00:00,1 Stop,1507.0,EWR,15:00:00,0 days 01:26:00,CLT,,,,09:00:00,1-04-08
Multiple,0 days 19:31:00,1 Stop,1507.0,EWR,07:29:00,0 days 09:01:00,CLT,,,,09:00:00,1-04-08
United,0 days 19:31:00,1 Stop,1507.0,EWR,07:29:00,0 days 09:01:00,CLT,,,,09:00:00,1-04-08
Multiple,0 days 10:36:00,1 Stop,1508.0,EWR,16:59:00,0 days 01:46:00,BOS,,,,09:35:00,1-04-08
United,0 days 10:36:00,1 Stop,1508.0,EWR,16:59:00,0 days 01:46:00,BOS,,,,09:35:00,1-04-08
United,0 days 10:41:00,1 Stop,1508.0,EWR,14:59:00,0 days 00:50:00,IAD,,,,07:40:00,1-04-08
United,0 days 10:54:00,1 Stop,1508.0,LGA,14:46:00,0 days 00:50:00,IAD,,,,07:40:00,1-04-08
Multiple,0 days 11:35:00,1 Stop,1508.0,EWR,16:00:00,0 days 02:45:00,BOS,,,,09:35:00,1-04-08
United,0 days 11:35:00,1 Stop,1508.0,EWR,16:00:00,0 days 02:45:00,BOS,,,,09:35:00,1-04-08
Multiple,0 days 12:27:00,1 Stop,1508.0,EWR,18:38:00,0 days 00:49:00,ORD,,,,13:05:00,1-04-08
United,0 days 12:27:00,1 Stop,1508.0,EWR,18:38:00,0 days 00:49:00,ORD,,,,13:05:00,1-04-08
United,0 days 12:30:00,1 Stop,1508.0,EWR,15:10:00,0 days 01:13:00,ORD,,,,09:40:00,1-04-08
United,0 days 12:35:00,1 Stop,1508.0,LGA,15:05:00,0 days 01:17:00,ORD,,,,09:40:00,1-04-08
Multiple,0 days 12:57:00,1 Stop,1508.0,EWR,14:38:00,0 days 04:12:00,BOS,,,,09:35:00,1-04-08
United,0 days 12:57:00,1 Stop,1508.0,EWR,14:38:00,0 days 04:12:00,BOS,,,,09:35:00,1-04-08
Virgin Atlantic,0 days 13:05:00,1 Stop,1508.0,LGA,14:25:00,0 days 01:09:00,ATL,,,,09:30:00,1-04-08
Delta,0 days 13:05:00,1 Stop,1508.0,LGA,14:25:00,0 days 01:09:00,ATL,,,,09:30:00,1-04-08
Multiple,0 days 13:06:00,1 Stop,1508.0,LGA,17:59:00,0 days 01:30:00,ORD,,,,13:05:00,1-04-08
United,0 days 13:06:00,1 Stop,1508.0,LGA,17:59:00,0 days 01:30:00,ORD,,,,13:05:00,1-04-08
Delta,0 days 13:30:00,1 Stop,1508.0,EWR,14:00:00,0 days 01:51:00,ATL,,,,09:30:00,1-04-08
Virgin Atlantic,0 days 13:30:00,1 Stop,1508.0,EWR,14:00:00,0 days 01:51:00,ATL,,,,09:30:00,1-04-08
United,0 days 13:40:00,1 Stop,1508.0,LGA,14:00:00,0 days 02:12:00,ORD,,,,09:40:00,1-04-08
Multiple,0 days 14:04:00,1 Stop,1508.0,EWR,17:01:00,0 days 02:28:00,ORD,,,,13:05:00,1-04-08
United,0 days 14:04:00,1 Stop,1508.0,EWR,17:01:00,0 days 02:28:00,ORD,,,,13:05:00,1-04-08
Virgin Atlantic,0 days 14:05:00,1 Stop,1508.0,LGA,13:25:00,0 days 02:07:00,ATL,,,,09:30:00,1-04-08
Delta,0 days 14:05:00,1 Stop,1508.0,LGA,13:25:00,0 days 02:07:00,ATL,,,,09:30:00,1-04-08
Multiple,0 days 14:06:00,1 Stop,1508.0,LGA,16:59:00,0 days 02:30:00,ORD,,,,13:05:00,1-04-08
United,0 days 14:06:00,1 Stop,1508.0,LGA,16:59:00,0 days 02:30:00,ORD,,,,13:05:00,1-04-08
United,0 days 14:21:00,1 Stop,1508.0,LGA,11:19:00,0 days 04:17:00,IAD,,,,07:40:00,1-04-08
Multiple,0 days 14:26:00,1 Stop,1508.0,EWR,13:09:00,0 days 05:42:00,BOS,,,,09:35:00,1-04-08
United,0 days 14:26:00,1 Stop,1508.0,EWR,13:09:00,0 days 05:42:00,BOS,,,,09:35:00,1-04-08
United,0 days 14:30:00,1 Stop,1508.0,EWR,13:10:00,0 days 03:19:00,ORD,,,,09:40:00,1-04-08
United,0 days 14:40:00,1 Stop,1508.0,LGA,13:00:00,0 days 03:12:00,ORD,,,,09:40:00,1-04-08
Delta,0 days 15:02:00,1 Stop,1508.0,EWR,12:28:00,0 days 03:20:00,ATL,,,,09:30:00,1-04-08
Virgin Atlantic,0 days 15:05:00,1 Stop,1508.0,LGA,12:25:00,0 days 03:02:00,ATL,,,,09:30:00,1-04-08
Delta,0 days 15:05:00,1 Stop,1508.0,LGA,12:25:00,0 days 03:02:00,ATL,,,,09:30:00,1-04-08
United,0 days 15:10:00,1 Stop,1508.0,EWR,10:30:00,0 days 05:22:00,IAD,,,,07:40:00,1-04-08
United,0 days 15:21:00,1 Stop,1508.0,LGA,10:19:00,0 days 05:20:00,IAD,,,,07:40:00,1-04-08
United,0 days 15:30:00,1 Stop,1508.0,EWR,13:00:00,0 days 02:55:00,MIA,,,,10:30:00,1-04-08
Delta,0 days 15:30:00,1 Stop,1508.0,JFK,12:00:00,0 days 03:35:00,ATL,,,,09:30:00,1-04-08
Multiple,0 days 15:55:00,1 Stop,1508.0,EWR,15:10:00,0 days 04:23:00,ORD,,,,13:05:00,1-04-08
United,0 days 15:55:00,1 Stop,1508.0,EWR,15:10:00,0 days 04:23:00,ORD,,,,13:05:00,1-04-08
Multiple,0 days 16:00:00,1 Stop,1508.0,LGA,15:05:00,0 days 04:27:00,ORD,,,,13:05:00,1-04-08
United,0 days 16:00:00,1 Stop,1508.0,LGA,15:05:00,0 days 04:27:00,ORD,,,,13:05:00,1-04-08
Delta,0 days 16:05:00,1 Stop,1508.0,LGA,11:25:00,0 days 03:57:00,ATL,,,,09:30:00,1-04-08
