Airline Name,Travel Time,Number of Stops,Ticket Price ($),Departure Airport,Departure Time,1st Stop: Departure Time,1st Stop,2nd Stop: Departure Time,2nd Stop,Destination Airport,Arrival Time,Arrival Date
Qatar,2 days 01:52:00,2 Stops,3430.0,,10:50:00,0 days 12:05:00,DOH,0 days 13:49:00,JFK,,02:42:00,1-04-09
Qatar,2 days 02:47:00,2 Stops,3430.0,,10:50:00,0 days 12:05:00,DOH,0 days 14:49:00,JFK,,03:37:00,1-04-09
Qatar,2 days 02:33:00,2 Stops,3568.0,,10:50:00,0 days 18:25:00,DOH,0 days 08:45:00,BOS,,03:23:00,1-04-09
Multiple,1 days 21:57:00,2 Stops,3758.0,,10:50:00,0 days 18:35:00,DOH,0 days 03:56:00,MIA,,22:47:00,1-04-08
Multiple,2 days 03:17:00,2 Stops,3758.0,,05:30:00,0 days 23:55:00,DOH,0 days 03:56:00,MIA,,22:47:00,1-04-08
Multiple,2 days 10:07:00,2 Stops,3800.0,,10:50:00,0 days 18:35:00,DOH,0 days 16:08:00,MIA,,10:57:00,1-04-09
Multiple,2 days 13:55:00,2 Stops,3800.0,,10:50:00,0 days 18:35:00,DOH,0 days 19:48:00,MIA,,14:45:00,1-04-09
Multiple,2 days 15:27:00,2 Stops,3800.0,,05:30:00,0 days 23:55:00,DOH,0 days 16:08:00,MIA,,10:57:00,1-04-09
Multiple,2 days 19:15:00,2 Stops,3800.0,,05:30:00,0 days 23:55:00,DOH,0 days 19:48:00,MIA,,14:45:00,1-04-09
Multiple,1 days 16:20:00,2 Stops,4200.0,,19:30:00,0 days 03:25:00,DXB,0 days 13:10:00,EWR,,01:50:00,1-04-09
Multiple,2 days 02:25:00,2 Stops,4200.0,,19:30:00,0 days 03:25:00,DXB,0 days 23:15:00,EWR,,11:55:00,1-04-09
Multiple,2 days 10:10:00,2 Stops,4200.0,,01:40:00,0 days 21:25:00,DXB,0 days 13:10:00,EWR,,01:50:00,1-04-09
Multiple,2 days 20:15:00,2 Stops,4200.0,,01:40:00,0 days 21:25:00,DXB,0 days 23:15:00,EWR,,11:55:00,1-04-09
Qatar,1 days 07:55:00,2 Stops,4604.0,,10:50:00,0 days 01:45:00,DOH,0 days 06:31:00,JFK,,08:45:00,1-04-08
Qatar,1 days 08:43:00,2 Stops,4604.0,,10:50:00,0 days 01:45:00,DOH,0 days 07:19:00,JFK,,09:33:00,1-04-08
Qatar,1 days 23:37:00,2 Stops,4608.0,,10:50:00,0 days 18:35:00,DOH,0 days 05:10:00,JFK,,00:27:00,1-04-09
Qatar,1 days 23:37:00,2 Stops,4646.0,,10:50:00,0 days 01:45:00,DOH,0 days 22:00:00,JFK,,00:27:00,1-04-09
Qatar,2 days 03:25:00,2 Stops,5368.0,,21:30:00,0 days 07:40:00,DOH,0 days 21:15:00,MAD,,14:55:00,1-04-09
Qatar,2 days 19:25:00,2 Stops,5372.0,,05:30:00,0 days 23:40:00,DOH,0 days 21:15:00,MAD,,14:55:00,1-04-09
Qatar,1 days 07:15:00,2 Stops,6054.0,,03:35:00,0 days 01:50:00,DOH,0 days 05:35:00,JFK,,00:50:00,1-04-08
Qatar,1 days 09:07:00,2 Stops,6054.0,,03:35:00,0 days 01:50:00,DOH,0 days 07:39:00,JFK,,02:42:00,1-04-08
Qatar,1 days 10:02:00,2 Stops,6054.0,,03:35:00,0 days 01:50:00,DOH,0 days 08:39:00,JFK,,03:37:00,1-04-08
Qatar,1 days 12:57:00,2 Stops,6054.0,,21:30:00,0 days 07:55:00,DOH,0 days 05:10:00,JFK,,00:27:00,1-04-09
Qatar,1 days 15:10:00,2 Stops,6054.0,,03:35:00,0 days 09:00:00,DOH,0 days 06:31:00,JFK,,08:45:00,1-04-08
Qatar,1 days 15:12:00,2 Stops,6054.0,,21:30:00,0 days 07:55:00,DOH,0 days 07:39:00,JFK,,02:42:00,1-04-09
Qatar,1 days 15:58:00,2 Stops,6054.0,,03:35:00,0 days 09:00:00,DOH,0 days 07:19:00,JFK,,09:33:00,1-04-08
Qatar,1 days 16:07:00,2 Stops,6054.0,,21:30:00,0 days 07:55:00,DOH,0 days 08:39:00,JFK,,03:37:00,1-04-09
Qatar,1 days 15:10:00,2 Stops,6096.0,,03:35:00,0 days 01:50:00,DOH,0 days 13:41:00,JFK,,08:45:00,1-04-08
Qatar,1 days 15:58:00,2 Stops,6096.0,,03:35:00,0 days 01:50:00,DOH,0 days 14:29:00,JFK,,09:33:00,1-04-08
Qatar,1 days 15:53:00,2 Stops,6529.0,,21:30:00,0 days 07:45:00,DOH,0 days 08:45:00,BOS,,03:23:00,1-04-09
Air India,0 days 23:50:00,Nonstop,533.0,JFK,11:55:00,,,,,BOM,11:55:00,1-04-08
Air India,1 days 06:20:00,1 Stop,535.0,JFK,12:30:00,0 days 08:20:00,DEL,0 days 02:20:00,DEL,BOM,16:20:00,1-04-08
Air India,1 days 09:20:00,1 Stop,535.0,JFK,12:30:00,0 days 09:35:00,DEL,0 days 02:50:00,DEL,BOM,18:00:00,1-04-08
Air India,1 days 12:50:00,1 Stop,535.0,JFK,12:30:00,0 days 10:50:00,DEL,0 days 06:00:00,DEL,BOM,20:10:00,1-04-08
Air India,1 days 14:45:00,1 Stop,535.0,JFK,12:30:00,0 days 19:20:00,DEL,0 days 07:30:00,DEL,BOM,21:25:00,1-04-08
Air India,1 days 16:10:00,1 Stop,535.0,JFK,12:30:00,0 days 20:20:00,DEL,,,BOM,22:10:00,1-04-08
Air India,1 days 18:15:00,1 Stop,535.0,JFK,12:30:00,0 days 21:20:00,DEL,,,BOM,23:35:00,1-04-08
Air India,1 days 20:05:00,1 Stop,535.0,JFK,12:30:00,0 days 10:00:00,DEL,,,BOM,00:45:00,1-04-09
Air India,2 days 10:35:00,1 Stop,535.0,JFK,12:30:00,0 days 11:30:00,DEL,,,BOM,09:15:00,1-04-09
Air India,2 days 12:20:00,1 Stop,535.0,JFK,12:30:00,0 days 12:00:00,DEL,,,BOM,10:20:00,1-04-09
Air India,2 days 14:00:00,1 Stop,535.0,JFK,12:30:00,0 days 12:50:00,DEL,,,BOM,11:20:00,1-04-09
Multiple,1 days 21:05:00,1 Stop,578.0,EWR,21:10:00,0 days 14:10:00,DEL,,,BOM,09:45:00,1-04-09
Multiple,1 days 23:15:00,1 Stop,578.0,EWR,21:10:00,0 days 03:45:00,CDG,,,BOM,11:15:00,1-04-09
Multiple,1 days 23:35:00,1 Stop,578.0,EWR,21:10:00,0 days 05:00:00,CDG,,,BOM,11:35:00,1-04-09
Multiple,2 days 01:15:00,1 Stop,578.0,EWR,21:10:00,0 days 05:55:00,CDG,,,BOM,12:35:00,1-04-09
Multiple,2 days 03:50:00,1 Stop,578.0,EWR,21:10:00,0 days 02:40:00,CDG,,,BOM,13:50:00,1-04-09
Air France,1 days 09:25:00,1 Stop,587.0,JFK,18:30:00,0 days 03:55:00,CDG,,,BOM,00:05:00,1-04-09
Air France,1 days 11:05:00,1 Stop,587.0,JFK,17:30:00,0 days 04:20:00,CDG,,,BOM,00:05:00,1-04-09
Air France,1 days 12:45:00,1 Stop,587.0,JFK,16:30:00,0 days 04:50:00,CDG,,,BOM,00:05:00,1-04-09
Air France,1 days 16:05:00,2 Stops,587.0,JFK,18:30:00,0 days 04:25:00,AMS,0 days 03:25:00,DEL,BOM,04:05:00,1-04-09
Air France,1 days 17:45:00,2 Stops,587.0,JFK,17:30:00,0 days 05:25:00,AMS,0 days 03:25:00,DEL,BOM,04:05:00,1-04-09
Air France,1 days 18:05:00,2 Stops,587.0,EWR,17:10:00,0 days 01:01:00,BOS,0 days 03:25:00,DEL,BOM,04:05:00,1-04-09
Air France,1 days 19:25:00,2 Stops,587.0,JFK,16:30:00,0 days 01:27:00,BOS,0 days 03:25:00,DEL,BOM,04:05:00,1-04-09
KLM-Royal Dutch,1 days 09:50:00,1 Stop,589.0,JFK,18:30:00,0 days 01:27:00,BOS,,,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 11:25:00,1 Stop,589.0,JFK,17:35:00,0 days 02:07:00,BOS,,,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 12:46:00,2 Stops,591.0,JFK,16:29:00,0 days 03:37:00,BOS,0 days 03:50:00,CDG,BOM,00:05:00,1-04-09
KLM-Royal Dutch,1 days 13:15:00,2 Stops,591.0,LGA,16:00:00,0 days 03:31:00,BOS,0 days 03:50:00,CDG,BOM,00:05:00,1-04-09
Air France,1 days 13:15:00,2 Stops,591.0,LGA,16:00:00,0 days 03:37:00,BOS,0 days 03:50:00,CDG,BOM,00:05:00,1-04-09
Air France,1 days 16:36:00,2 Stops,591.0,JFK,13:59:00,0 days 01:04:00,BOS,0 days 05:40:00,CDG,BOM,00:05:00,1-04-09
Air France,1 days 16:36:00,2 Stops,591.0,JFK,13:59:00,0 days 02:14:00,BOS,0 days 03:50:00,CDG,BOM,00:05:00,1-04-09
KLM-Royal Dutch,1 days 16:36:00,2 Stops,591.0,LGA,13:59:00,0 days 01:16:00,BOS,0 days 03:50:00,CDG,BOM,00:05:00,1-04-09
KLM-Royal Dutch,1 days 16:36:00,2 Stops,591.0,JFK,13:59:00,0 days 02:36:00,BOS,0 days 03:50:00,CDG,BOM,00:05:00,1-04-09
KLM-Royal Dutch,1 days 11:00:00,2 Stops,594.0,LGA,18:00:00,0 days 01:42:00,BOS,0 days 03:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 12:40:00,2 Stops,594.0,EWR,17:00:00,0 days 03:02:00,BOS,0 days 03:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 13:11:00,2 Stops,594.0,JFK,16:29:00,0 days 03:46:00,BOS,0 days 04:15:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 13:11:00,2 Stops,594.0,JFK,16:29:00,0 days 01:41:00,BOS,0 days 03:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 14:20:00,2 Stops,594.0,LGA,16:00:00,0 days 05:06:00,BOS,0 days 04:15:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 14:20:00,2 Stops,594.0,LGA,16:00:00,0 days 03:52:00,BOS,0 days 03:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 17:41:00,2 Stops,594.0,LGA,13:59:00,0 days 01:47:00,BOS,0 days 04:15:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 17:41:00,2 Stops,594.0,LGA,13:59:00,0 days 05:12:00,BOS,0 days 06:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 17:41:00,2 Stops,594.0,LGA,13:59:00,0 days 22:25:00,CDG,0 days 03:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 17:41:00,2 Stops,594.0,JFK,13:59:00,0 days 01:35:00,CDG,0 days 04:15:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 17:41:00,2 Stops,594.0,JFK,13:59:00,0 days 01:35:00,CDG,0 days 06:00:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 17:41:00,2 Stops,594.0,JFK,13:59:00,0 days 01:55:00,CDG,0 days 03:00:00,AMS,BOM,00:30:00,1-04-09
Air France,2 days 16:00:00,1 Stop,597.0,JFK,23:55:00,0 days 02:45:00,CDG,,,BOM,00:05:00,
Air France,1 days 11:30:00,2 Stops,607.0,JFK,17:30:00,0 days 01:55:00,CDG,0 days 02:30:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 11:30:00,2 Stops,607.0,JFK,17:30:00,0 days 02:45:00,CDG,0 days 02:30:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 11:30:00,2 Stops,608.0,JFK,17:30:00,0 days 05:25:00,CDG,0 days 02:15:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 11:30:00,2 Stops,608.0,JFK,17:30:00,0 days 01:45:00,AMS,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 11:30:00,2 Stops,608.0,JFK,17:30:00,0 days 15:20:00,DEL,0 days 02:15:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 11:30:00,2 Stops,608.0,JFK,17:30:00,0 days 02:30:00,WAW,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 11:25:00,1 Stop,629.0,EWR,17:10:00,0 days 02:30:00,CDG,,,BOM,00:05:00,1-04-09
KLM-Royal Dutch,1 days 05:00:00,1 Stop,631.0,JFK,21:20:00,0 days 02:30:00,CDG,,,BOM,00:30:00,1-04-09
Multiple,2 days 05:40:00,1 Stop,632.0,EWR,21:10:00,0 days 01:30:00,CDG,,,BOM,15:00:00,1-04-09
LOT Polish,1 days 06:50:00,1 Stop,632.0,JFK,22:20:00,0 days 01:30:00,CDG,,,BOM,02:40:00,1-04-09
Air France,1 days 13:10:00,2 Stops,649.0,JFK,16:30:00,0 days 02:50:00,CDG,0 days 02:30:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 13:10:00,2 Stops,649.0,JFK,16:30:00,0 days 03:40:00,CDG,0 days 02:30:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 09:50:00,2 Stops,650.0,JFK,18:30:00,0 days 02:50:00,CDG,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 09:50:00,2 Stops,650.0,JFK,18:30:00,0 days 03:40:00,CDG,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 13:10:00,2 Stops,650.0,JFK,16:30:00,0 days 07:55:00,IST,0 days 02:15:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 13:10:00,2 Stops,650.0,JFK,16:30:00,0 days 03:25:00,IST,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 13:10:00,2 Stops,650.0,JFK,16:30:00,0 days 14:35:00,IST,0 days 02:15:00,AMS,BOM,00:30:00,1-04-09
KLM-Royal Dutch,1 days 13:10:00,2 Stops,650.0,JFK,16:30:00,0 days 01:40:00,ZRH,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
Turkish,1 days 15:15:00,1 Stop,682.0,JFK,19:30:00,0 days 03:40:00,ZRH,,,BOM,04:55:00,1-04-09
Turkish,1 days 07:55:00,1 Stop,731.0,JFK,00:10:00,0 days 22:20:00,ZRH,,,BOM,04:55:00,1-04-08
Turkish,2 days 02:35:00,1 Stop,731.0,JFK,12:50:00,0 days 23:05:00,ZRH,,,BOM,04:55:00,1-04-09
SWISS,1 days 05:15:00,1 Stop,741.0,EWR,18:15:00,0 days 01:20:00,CDG,,,BOM,21:40:00,1-04-08
SWISS,1 days 08:20:00,1 Stop,741.0,JFK,16:30:00,0 days 03:10:00,CDG,,,BOM,21:40:00,1-04-08
SWISS,2 days 15:40:00,1 Stop,741.0,EWR,21:50:00,0 days 01:25:00,FRA,,,BOM,21:40:00,1-04-09
SWISS,2 days 17:15:00,1 Stop,741.0,JFK,20:55:00,0 days 07:30:00,FRA,,,BOM,21:40:00,1-04-09
Air France,1 days 13:10:00,2 Stops,753.0,JFK,16:30:00,0 days 22:20:00,DEL,0 days 03:40:00,AMS,BOM,00:30:00,1-04-09
Air France,1 days 11:50:00,2 Stops,754.0,EWR,17:10:00,0 days 03:50:00,LHR,0 days 01:20:00,AMS,BOM,00:30:00,1-04-09
Lufthansa,1 days 05:00:00,1 Stop,760.0,EWR,21:50:00,0 days 10:45:00,LHR,,,BOM,01:00:00,1-04-09
Lufthansa,1 days 14:55:00,1 Stop,760.0,JFK,15:55:00,0 days 15:05:00,LHR,,,BOM,01:00:00,1-04-09
Air India,2 days 15:50:00,1 Stop,785.0,JFK,12:30:00,0 days 04:25:00,DXB,,,BOM,12:30:00,1-04-09
American,1 days 09:35:00,1 Stop,814.0,EWR,18:05:00,0 days 04:30:00,DEL,,,BOM,23:50:00,1-04-08
American,1 days 21:15:00,1 Stop,814.0,EWR,18:05:00,0 days 23:30:00,YUL,,,BOM,06:50:00,1-04-09
American,2 days 04:15:00,1 Stop,814.0,EWR,18:05:00,0 days 04:20:00,MUC,,,BOM,11:10:00,1-04-09
Multiple,1 days 11:10:00,1 Stop,816.0,EWR,21:40:00,0 days 04:40:00,MUC,,,BOM,04:20:00,1-04-09
American,1 days 11:50:00,1 Stop,822.0,JFK,20:45:00,0 days 06:15:00,NBO,,,BOM,04:05:00,1-04-09
Air Canada,3 days 10:10:00,2 Stops,822.0,LGA,21:00:00,0 days 10:20:00,NBO,0 days 08:10:00,DEL,BOM,08:00:00,
Multiple,1 days 09:30:00,1 Stop,840.0,EWR,17:30:00,0 days 03:10:00,IST,,,BOM,23:10:00,1-04-08
Multiple,1 days 09:35:00,1 Stop,840.0,JFK,17:25:00,0 days 04:20:00,MUC,,,BOM,23:10:00,1-04-08
Kenya,1 days 19:35:00,1 Stop,844.0,JFK,13:45:00,0 days 04:40:00,MUC,,,BOM,01:30:00,1-04-09
Kenya,2 days 02:20:00,1 Stop,844.0,JFK,13:45:00,0 days 01:25:00,FRA,,,BOM,05:35:00,1-04-09
Turkish,1 days 07:55:00,1 Stop,852.0,EWR,00:10:00,0 days 02:50:00,DXB,,,BOM,04:55:00,1-04-08
Lufthansa,1 days 09:30:00,1 Stop,859.0,EWR,17:30:00,0 days 08:25:00,DXB,,,BOM,23:10:00,1-04-08
Lufthansa,1 days 09:35:00,1 Stop,859.0,JFK,17:25:00,0 days 01:05:00,LHR,,,BOM,23:10:00,1-04-08
Lufthansa,1 days 05:00:00,1 Stop,861.0,JFK,21:50:00,0 days 01:45:00,LHR,,,BOM,01:00:00,1-04-09
Multiple,1 days 08:00:00,1 Stop,867.0,EWR,21:40:00,0 days 02:20:00,LHR,,,BOM,02:30:00,1-04-09
Multiple,1 days 17:40:00,1 Stop,867.0,EWR,21:40:00,0 days 02:35:00,LHR,,,BOM,08:10:00,1-04-09
American,1 days 04:45:00,1 Stop,874.0,JFK,20:55:00,0 days 03:15:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 06:10:00,1 Stop,874.0,JFK,20:10:00,0 days 03:35:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 06:45:00,1 Stop,874.0,JFK,19:35:00,0 days 03:45:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 07:48:00,1 Stop,874.0,JFK,19:12:00,0 days 06:00:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 08:10:00,1 Stop,874.0,JFK,18:50:00,0 days 06:30:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 08:30:00,1 Stop,874.0,JFK,18:30:00,0 days 08:00:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 09:36:00,1 Stop,874.0,JFK,18:04:00,0 days 09:15:00,LHR,,,BOM,23:50:00,1-04-08
American,1 days 13:00:00,1 Stop,874.0,JFK,23:00:00,0 days 09:30:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 13:37:00,1 Stop,874.0,JFK,22:23:00,0 days 10:10:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 16:25:00,1 Stop,874.0,JFK,20:55:00,0 days 10:20:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 18:25:00,1 Stop,874.0,JFK,19:35:00,0 days 10:30:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 19:28:00,1 Stop,874.0,JFK,19:12:00,0 days 10:40:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 19:50:00,1 Stop,874.0,JFK,18:50:00,0 days 10:50:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 20:00:00,1 Stop,874.0,JFK,23:00:00,0 days 12:20:00,LHR,,,BOM,11:10:00,1-04-09
American,1 days 20:10:00,1 Stop,874.0,JFK,18:30:00,0 days 13:35:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 21:16:00,1 Stop,874.0,JFK,18:04:00,0 days 13:50:00,LHR,,,BOM,06:50:00,1-04-09
American,1 days 21:17:00,1 Stop,874.0,JFK,22:23:00,0 days 14:30:00,LHR,,,BOM,11:10:00,1-04-09
American,1 days 23:25:00,1 Stop,874.0,JFK,20:55:00,0 days 14:50:00,LHR,,,BOM,11:10:00,1-04-09
American,2 days 02:05:00,1 Stop,874.0,JFK,19:35:00,0 days 15:00:00,LHR,,,BOM,11:10:00,1-04-09
American,2 days 02:28:00,1 Stop,874.0,JFK,19:12:00,0 days 04:00:00,FRA,,,BOM,11:10:00,1-04-09
American,2 days 02:50:00,1 Stop,874.0,JFK,18:50:00,0 days 05:30:00,FRA,,,BOM,11:10:00,1-04-09
American,2 days 03:50:00,1 Stop,874.0,JFK,18:30:00,0 days 01:55:00,FRA,,,BOM,11:10:00,1-04-09
American,2 days 04:16:00,1 Stop,874.0,JFK,18:04:00,0 days 01:55:00,FRA,,,BOM,11:10:00,1-04-09
Lufthansa,1 days 09:20:00,1 Stop,877.0,EWR,19:30:00,0 days 04:30:00,FRA,,,BOM,01:00:00,1-04-09
Lufthansa,1 days 11:20:00,1 Stop,877.0,EWR,18:10:00,0 days 01:35:00,AMS,,,BOM,01:00:00,1-04-09
Lufthansa,1 days 18:35:00,2 Stops,877.0,JFK,21:50:00,0 days 09:20:00,LHR,0 days 06:05:00,DEL,BOM,09:15:00,1-04-09
Lufthansa,1 days 18:35:00,2 Stops,877.0,EWR,21:50:00,0 days 01:35:00,FRA,0 days 06:05:00,DEL,BOM,09:15:00,1-04-09
Lufthansa,1 days 22:55:00,2 Stops,877.0,EWR,19:30:00,0 days 01:05:00,LHR,0 days 06:05:00,DEL,BOM,09:15:00,1-04-09
Lufthansa,1 days 08:25:00,2 Stops,878.0,EWR,17:55:00,0 days 09:30:00,DEL,0 days 01:40:00,MUC,BOM,23:10:00,1-04-08
SWISS,1 days 21:25:00,2 Stops,879.0,EWR,08:45:00,0 days 02:45:00,CDG,0 days 01:15:00,ZRH,BOM,21:40:00,1-04-08
Lufthansa,1 days 11:45:00,2 Stops,879.0,JFK,15:55:00,0 days 01:25:00,MUC,0 days 03:45:00,MUC,BOM,23:10:00,1-04-08
Lufthansa,1 days 08:20:00,2 Stops,881.0,EWR,18:00:00,0 days 01:45:00,MUC,0 days 01:40:00,MUC,BOM,23:10:00,1-04-08
Multiple,1 days 19:55:00,1 Stop,882.0,EWR,21:10:00,0 days 01:40:00,AMS,,,BOM,09:15:00,1-04-09
Lufthansa,1 days 11:00:00,2 Stops,883.0,EWR,18:30:00,0 days 02:55:00,ADD,0 days 01:25:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 12:40:00,2 Stops,884.0,EWR,17:30:00,0 days 01:10:00,LHR,0 days 03:10:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 12:45:00,2 Stops,884.0,JFK,17:25:00,0 days 02:20:00,LHR,0 days 03:10:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 11:35:00,2 Stops,885.0,EWR,17:55:00,0 days 01:20:00,LHR,0 days 03:10:00,FRA,BOM,01:00:00,1-04-09
Ethiopian,1 days 17:55:00,1 Stop,886.0,EWR,21:45:00,0 days 03:10:00,LHR,,,BOM,08:30:00,1-04-09
Lufthansa,1 days 08:10:00,2 Stops,887.0,EWR,20:00:00,0 days 01:10:00,LHR,0 days 01:05:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 09:50:00,2 Stops,887.0,EWR,19:00:00,0 days 02:10:00,LHR,0 days 01:05:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 09:50:00,2 Stops,887.0,EWR,19:00:00,0 days 09:00:00,LGW,0 days 02:05:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 11:30:00,2 Stops,887.0,EWR,18:00:00,0 days 13:20:00,LGW,0 days 01:05:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 11:30:00,2 Stops,887.0,EWR,18:00:00,0 days 01:45:00,BRU,0 days 03:05:00,FRA,BOM,01:00:00,1-04-09
Lufthansa,1 days 11:30:00,2 Stops,887.0,EWR,18:00:00,0 days 04:00:00,DOH,0 days 02:05:00,FRA,BOM,01:00:00,1-04-09
American,1 days 17:55:00,1 Stop,890.0,JFK,20:05:00,0 days 05:00:00,DOH,,,BOM,06:50:00,1-04-09
American,2 days 00:55:00,1 Stop,890.0,JFK,20:05:00,0 days 16:30:00,DOH,,,BOM,11:10:00,1-04-09
Lufthansa,1 days 11:00:00,2 Stops,891.0,EWR,18:30:00,0 days 01:40:00,DXB,0 days 02:40:00,FRA,BOM,01:00:00,1-04-09
Qatar,1 days 09:40:00,1 Stop,902.0,JFK,20:05:00,0 days 02:10:00,DXB,,,BOM,01:55:00,1-04-09
Qatar,1 days 11:05:00,1 Stop,902.0,JFK,20:05:00,0 days 03:45:00,DXB,,,BOM,02:40:00,1-04-09
Qatar,2 days 06:05:00,1 Stop,905.0,JFK,20:05:00,0 days 05:10:00,DXB,,,BOM,14:20:00,1-04-09
Emirates,1 days 04:40:00,1 Stop,915.0,JFK,11:20:00,0 days 03:55:00,DXB,,,BOM,14:10:00,1-04-08
Emirates,1 days 06:00:00,1 Stop,915.0,JFK,23:00:00,0 days 07:45:00,DXB,,,BOM,02:30:00,1-04-09
Emirates,1 days 08:30:00,1 Stop,915.0,JFK,23:00:00,0 days 08:15:00,DXB,,,BOM,04:20:00,1-04-09
Emirates,1 days 10:15:00,1 Stop,915.0,JFK,11:20:00,0 days 14:05:00,DXB,,,BOM,17:45:00,1-04-08
Emirates,1 days 13:25:00,1 Stop,915.0,EWR,23:55:00,0 days 15:40:00,DXB,,,BOM,08:10:00,1-04-09
Emirates,1 days 15:00:00,1 Stop,915.0,JFK,23:00:00,0 days 19:40:00,DXB,,,BOM,08:10:00,1-04-09
Emirates,1 days 16:00:00,1 Stop,915.0,JFK,11:20:00,0 days 12:05:00,CAI,,,BOM,20:50:00,1-04-08
Emirates,2 days 01:00:00,1 Stop,915.0,JFK,11:20:00,0 days 03:55:00,HEL,,,BOM,02:30:00,1-04-09
Emirates,2 days 04:10:00,1 Stop,915.0,JFK,11:20:00,0 days 02:35:00,AUH,,,BOM,04:20:00,1-04-09
Emirates,2 days 10:40:00,1 Stop,915.0,JFK,11:20:00,0 days 20:10:00,AUH,,,BOM,08:10:00,1-04-09
Egyptair,1 days 23:10:00,1 Stop,942.0,JFK,12:00:00,0 days 03:00:00,IST,,,BOM,02:00:00,1-04-09
Finnair,1 days 10:10:00,1 Stop,950.0,JFK,22:55:00,0 days 02:45:00,IST,,,BOM,05:15:00,1-04-09
Etihad,1 days 06:35:00,1 Stop,952.0,JFK,22:40:00,0 days 02:30:00,LHR,,,BOM,02:45:00,1-04-09
Etihad,2 days 12:15:00,1 Stop,952.0,JFK,22:40:00,0 days 14:35:00,LHR,,,BOM,20:25:00,1-04-09
Turkish,1 days 07:45:00,1 Stop,981.0,JFK,00:10:00,0 days 14:35:00,LHR,,,BOM,04:45:00,1-04-08
Turkish,1 days 07:45:00,1 Stop,981.0,EWR,00:10:00,0 days 07:30:00,IST,,,BOM,04:45:00,1-04-08
Gulf Air Company,1 days 16:13:00,2 Stops,1009.0,JFK,19:12:00,0 days 14:10:00,IST,0 days 04:30:00,BAH,BOM,04:55:00,1-04-09
Gulf Air Company,2 days 18:53:00,2 Stops,1009.0,JFK,19:12:00,0 days 20:55:00,ADD,0 days 08:10:00,BAH,BOM,20:55:00,1-04-09
Gulf Air Company,3 days 08:13:00,2 Stops,1009.0,JFK,19:12:00,0 days 01:49:00,BOS,0 days 16:25:00,BAH,BOM,04:55:00,
Turkish,1 days 15:05:00,1 Stop,1036.0,JFK,19:30:00,0 days 01:55:00,BOS,,,BOM,04:45:00,1-04-09
